"project","organism","file_source","project_home","project_type","n_samples"
"SRP162930","mouse","sra","data_sources/sra","data_sources",6
"SRP189630","mouse","sra","data_sources/sra","data_sources",6
"SRP186330","mouse","sra","data_sources/sra","data_sources",20
"SRP184230","mouse","sra","data_sources/sra","data_sources",48
"SRP074330","mouse","sra","data_sources/sra","data_sources",6
"SRP149330","mouse","sra","data_sources/sra","data_sources",9
"DRP004430","mouse","sra","data_sources/sra","data_sources",6
"SRP174130","mouse","sra","data_sources/sra","data_sources",4
"SRP064030","mouse","sra","data_sources/sra","data_sources",27
"SRP223230","mouse","sra","data_sources/sra","data_sources",24
"ERP021330","mouse","sra","data_sources/sra","data_sources",18
"SRP218930","mouse","sra","data_sources/sra","data_sources",14
"DRP002730","mouse","sra","data_sources/sra","data_sources",5
"SRP089730","mouse","sra","data_sources/sra","data_sources",10
"SRP111130","mouse","sra","data_sources/sra","data_sources",6
"SRP032530","mouse","sra","data_sources/sra","data_sources",4
"SRP061930","mouse","sra","data_sources/sra","data_sources",7
"ERP005730","mouse","sra","data_sources/sra","data_sources",32
"SRP080330","mouse","sra","data_sources/sra","data_sources",12
"SRP069730","mouse","sra","data_sources/sra","data_sources",2
"SRP229630","mouse","sra","data_sources/sra","data_sources",28
"SRP100830","mouse","sra","data_sources/sra","data_sources",36
"SRP045630","mouse","sra","data_sources/sra","data_sources",18
"SRP125730","mouse","sra","data_sources/sra","data_sources",8
"SRP056430","mouse","sra","data_sources/sra","data_sources",6
"SRP108630","mouse","sra","data_sources/sra","data_sources",9
"SRP182030","mouse","sra","data_sources/sra","data_sources",4
"SRP173330","mouse","sra","data_sources/sra","data_sources",28
"SRP096330","mouse","sra","data_sources/sra","data_sources",4
"SRP174208","mouse","sra","data_sources/sra","data_sources",74
"SRP049208","mouse","sra","data_sources/sra","data_sources",4
"SRP145608","mouse","sra","data_sources/sra","data_sources",96
"SRP115108","mouse","sra","data_sources/sra","data_sources",30
"SRP221008","mouse","sra","data_sources/sra","data_sources",6
"SRP143508","mouse","sra","data_sources/sra","data_sources",10
"SRP097108","mouse","sra","data_sources/sra","data_sources",4
"SRP150708","mouse","sra","data_sources/sra","data_sources",8
"DRP000508","mouse","sra","data_sources/sra","data_sources",6
"SRP031608","mouse","sra","data_sources/sra","data_sources",3
"SRP106908","mouse","sra","data_sources/sra","data_sources",3186
"SRP159908","mouse","sra","data_sources/sra","data_sources",24
"SRP166008","mouse","sra","data_sources/sra","data_sources",10
"SRP105208","mouse","sra","data_sources/sra","data_sources",8
"SRP090208","mouse","sra","data_sources/sra","data_sources",3
"SRP081108","mouse","sra","data_sources/sra","data_sources",30
"SRP017208","mouse","sra","data_sources/sra","data_sources",2
"SRP116008","mouse","sra","data_sources/sra","data_sources",6
"SRP125508","mouse","sra","data_sources/sra","data_sources",8
"SRP092208","mouse","sra","data_sources/sra","data_sources",4
"SRP107208","mouse","sra","data_sources/sra","data_sources",167
"SRP074108","mouse","sra","data_sources/sra","data_sources",77
"SRP017308","mouse","sra","data_sources/sra","data_sources",2
"SRP175308","mouse","sra","data_sources/sra","data_sources",6
"SRP106808","mouse","sra","data_sources/sra","data_sources",18
"SRP110208","mouse","sra","data_sources/sra","data_sources",10
"SRP094108","mouse","sra","data_sources/sra","data_sources",277
"SRP187108","mouse","sra","data_sources/sra","data_sources",16
"SRP179508","mouse","sra","data_sources/sra","data_sources",9
"SRP126508","mouse","sra","data_sources/sra","data_sources",12
"SRP112908","mouse","sra","data_sources/sra","data_sources",18
"SRP008508","mouse","sra","data_sources/sra","data_sources",10
"SRP173808","mouse","sra","data_sources/sra","data_sources",15
"SRP044708","mouse","sra","data_sources/sra","data_sources",12
"SRP102208","mouse","sra","data_sources/sra","data_sources",14
"SRP150408","mouse","sra","data_sources/sra","data_sources",8
"SRP191908","mouse","sra","data_sources/sra","data_sources",18
"SRP040508","mouse","sra","data_sources/sra","data_sources",1
"SRP063308","mouse","sra","data_sources/sra","data_sources",4
"SRP132608","mouse","sra","data_sources/sra","data_sources",12
"SRP043408","mouse","sra","data_sources/sra","data_sources",8
"SRP096208","mouse","sra","data_sources/sra","data_sources",24
"SRP090108","mouse","sra","data_sources/sra","data_sources",43
"SRP045708","mouse","sra","data_sources/sra","data_sources",32
"SRP105108","mouse","sra","data_sources/sra","data_sources",15
"SRP083308","mouse","sra","data_sources/sra","data_sources",4
"SRP116208","mouse","sra","data_sources/sra","data_sources",12
"SRP018708","mouse","sra","data_sources/sra","data_sources",1
"SRP092108","mouse","sra","data_sources/sra","data_sources",1419
"SRP175008","mouse","sra","data_sources/sra","data_sources",6
"SRP108608","mouse","sra","data_sources/sra","data_sources",6
"SRP127608","mouse","sra","data_sources/sra","data_sources",18
"SRP197108","mouse","sra","data_sources/sra","data_sources",96
"SRP165908","mouse","sra","data_sources/sra","data_sources",55
"SRP033508","mouse","sra","data_sources/sra","data_sources",6
"SRP173308","mouse","sra","data_sources/sra","data_sources",12
"SRP089708","mouse","sra","data_sources/sra","data_sources",5
"SRP164908","mouse","sra","data_sources/sra","data_sources",74
"SRP212708","mouse","sra","data_sources/sra","data_sources",32
"SRP075208","mouse","sra","data_sources/sra","data_sources",96
"SRP239108","mouse","sra","data_sources/sra","data_sources",4
"SRP108808","mouse","sra","data_sources/sra","data_sources",10
"SRP068908","mouse","sra","data_sources/sra","data_sources",44
"SRP050308","mouse","sra","data_sources/sra","data_sources",6
"SRP063608","mouse","sra","data_sources/sra","data_sources",6
"SRP110508","mouse","sra","data_sources/sra","data_sources",11
"SRP033108","mouse","sra","data_sources/sra","data_sources",8
"SRP061708","mouse","sra","data_sources/sra","data_sources",123
"SRP099008","mouse","sra","data_sources/sra","data_sources",2
"SRP169108","mouse","sra","data_sources/sra","data_sources",4
"SRP139608","mouse","sra","data_sources/sra","data_sources",8
"SRP026008","mouse","sra","data_sources/sra","data_sources",6
"SRP065508","mouse","sra","data_sources/sra","data_sources",12
"SRP158408","mouse","sra","data_sources/sra","data_sources",18
"SRP004708","mouse","sra","data_sources/sra","data_sources",18
"SRP200008","mouse","sra","data_sources/sra","data_sources",10
"ERP006908","mouse","sra","data_sources/sra","data_sources",4
"SRP111408","mouse","sra","data_sources/sra","data_sources",8
"SRP100708","mouse","sra","data_sources/sra","data_sources",6
"SRP131308","mouse","sra","data_sources/sra","data_sources",4
"SRP167708","mouse","sra","data_sources/sra","data_sources",24
"SRP055008","mouse","sra","data_sources/sra","data_sources",18
"SRP049508","mouse","sra","data_sources/sra","data_sources",200
"SRP165608","mouse","sra","data_sources/sra","data_sources",48
"SRP147008","mouse","sra","data_sources/sra","data_sources",6
"SRP130908","mouse","sra","data_sources/sra","data_sources",20
"SRP082708","mouse","sra","data_sources/sra","data_sources",24
"SRP044108","mouse","sra","data_sources/sra","data_sources",3
"ERP010108","mouse","sra","data_sources/sra","data_sources",112
"SRP217808","mouse","sra","data_sources/sra","data_sources",6
"SRP161608","mouse","sra","data_sources/sra","data_sources",4
"SRP212008","mouse","sra","data_sources/sra","data_sources",6
"SRP073608","mouse","sra","data_sources/sra","data_sources",24
"SRP063508","mouse","sra","data_sources/sra","data_sources",14
"SRP110608","mouse","sra","data_sources/sra","data_sources",2
"SRP050008","mouse","sra","data_sources/sra","data_sources",32
"SRP137808","mouse","sra","data_sources/sra","data_sources",44
"SRP087708","mouse","sra","data_sources/sra","data_sources",8
"SRP122908","mouse","sra","data_sources/sra","data_sources",4
"SRP108108","mouse","sra","data_sources/sra","data_sources",4
"SRP134208","mouse","sra","data_sources/sra","data_sources",8
"SRP125108","mouse","sra","data_sources/sra","data_sources",25
"SRP047108","mouse","sra","data_sources/sra","data_sources",8
"SRP151308","mouse","sra","data_sources/sra","data_sources",101
"SRP184508","mouse","sra","data_sources/sra","data_sources",7
"SRP078808","mouse","sra","data_sources/sra","data_sources",12
"SRP172508","mouse","sra","data_sources/sra","data_sources",16
"SRP131008","mouse","sra","data_sources/sra","data_sources",9
"SRP053008","mouse","sra","data_sources/sra","data_sources",27
"SRP044008","mouse","sra","data_sources/sra","data_sources",24
"SRP077508","mouse","sra","data_sources/sra","data_sources",20
"DRP004308","mouse","sra","data_sources/sra","data_sources",7
"SRP106708","mouse","sra","data_sources/sra","data_sources",6
"SRP101791","mouse","sra","data_sources/sra","data_sources",10
"SRP099191","mouse","sra","data_sources/sra","data_sources",68
"SRP164691","mouse","sra","data_sources/sra","data_sources",12
"SRP056191","mouse","sra","data_sources/sra","data_sources",12
"SRP018291","mouse","sra","data_sources/sra","data_sources",6
"ERP005291","mouse","sra","data_sources/sra","data_sources",140
"SRP130991","mouse","sra","data_sources/sra","data_sources",1
"ERP109691","mouse","sra","data_sources/sra","data_sources",6
"SRP097691","mouse","sra","data_sources/sra","data_sources",8
"SRP042091","mouse","sra","data_sources/sra","data_sources",7
"SRP125891","mouse","sra","data_sources/sra","data_sources",24
"SRP131391","mouse","sra","data_sources/sra","data_sources",6
"SRP086591","mouse","sra","data_sources/sra","data_sources",4
"SRP068991","mouse","sra","data_sources/sra","data_sources",4
"SRP113491","mouse","sra","data_sources/sra","data_sources",96
"SRP102791","mouse","sra","data_sources/sra","data_sources",7
"SRP039491","mouse","sra","data_sources/sra","data_sources",2
"SRP167691","mouse","sra","data_sources/sra","data_sources",38
"SRP109291","mouse","sra","data_sources/sra","data_sources",42
"SRP108291","mouse","sra","data_sources/sra","data_sources",52
"SRP143991","mouse","sra","data_sources/sra","data_sources",6
"SRP067491","mouse","sra","data_sources/sra","data_sources",68
"SRP087491","mouse","sra","data_sources/sra","data_sources",17
"SRP121191","mouse","sra","data_sources/sra","data_sources",1
"SRP043191","mouse","sra","data_sources/sra","data_sources",6
"SRP034891","mouse","sra","data_sources/sra","data_sources",6
"SRP050391","mouse","sra","data_sources/sra","data_sources",4
"ERP013391","mouse","sra","data_sources/sra","data_sources",58
"ERP013191","mouse","sra","data_sources/sra","data_sources",8
"SRP119391","mouse","sra","data_sources/sra","data_sources",8
"SRP074491","mouse","sra","data_sources/sra","data_sources",22
"SRP148491","mouse","sra","data_sources/sra","data_sources",65
"SRP069191","mouse","sra","data_sources/sra","data_sources",13
"SRP014791","mouse","sra","data_sources/sra","data_sources",6
"SRP126091","mouse","sra","data_sources/sra","data_sources",24
"SRP055391","mouse","sra","data_sources/sra","data_sources",4
"ERP023591","mouse","sra","data_sources/sra","data_sources",20
"SRP102591","mouse","sra","data_sources/sra","data_sources",8
"SRP131091","mouse","sra","data_sources/sra","data_sources",6
"SRP120291","mouse","sra","data_sources/sra","data_sources",64
"SRP053191","mouse","sra","data_sources/sra","data_sources",18
"SRP187591","mouse","sra","data_sources/sra","data_sources",8
"SRP014691","mouse","sra","data_sources/sra","data_sources",7
"SRP058491","mouse","sra","data_sources/sra","data_sources",2
"SRP158691","mouse","sra","data_sources/sra","data_sources",27
"SRP076491","mouse","sra","data_sources/sra","data_sources",6
"SRP057991","mouse","sra","data_sources/sra","data_sources",60
"SRP110691","mouse","sra","data_sources/sra","data_sources",6
"SRP066991","mouse","sra","data_sources/sra","data_sources",21
"SRP132491","mouse","sra","data_sources/sra","data_sources",384
"SRP050491","mouse","sra","data_sources/sra","data_sources",71
"SRP106891","mouse","sra","data_sources/sra","data_sources",10
"SRP049991","mouse","sra","data_sources/sra","data_sources",2
"SRP067391","mouse","sra","data_sources/sra","data_sources",12
"SRP092291","mouse","sra","data_sources/sra","data_sources",16
"SRP083191","mouse","sra","data_sources/sra","data_sources",8
"SRP108591","mouse","sra","data_sources/sra","data_sources",16
"SRP057791","mouse","sra","data_sources/sra","data_sources",35
"SRP107891","mouse","sra","data_sources/sra","data_sources",7
"SRP065891","mouse","sra","data_sources/sra","data_sources",12
"SRP133491","mouse","sra","data_sources/sra","data_sources",6
"SRP095191","mouse","sra","data_sources/sra","data_sources",180
"SRP067991","mouse","sra","data_sources/sra","data_sources",9
"SRP111291","mouse","sra","data_sources/sra","data_sources",16
"SRP226891","mouse","sra","data_sources/sra","data_sources",6
"SRP015991","mouse","sra","data_sources/sra","data_sources",2
"SRP128991","mouse","sra","data_sources/sra","data_sources",8
"SRP032791","mouse","sra","data_sources/sra","data_sources",2
"SRP095091","mouse","sra","data_sources/sra","data_sources",18
"SRP087891","mouse","sra","data_sources/sra","data_sources",18
"SRP116091","mouse","sra","data_sources/sra","data_sources",55
"SRP125591","mouse","sra","data_sources/sra","data_sources",6
"SRP079691","mouse","sra","data_sources/sra","data_sources",7
"SRP045491","mouse","sra","data_sources/sra","data_sources",1342
"ERP011491","mouse","sra","data_sources/sra","data_sources",19
"SRP099691","mouse","sra","data_sources/sra","data_sources",508
"SRP096191","mouse","sra","data_sources/sra","data_sources",16
"SRP064991","mouse","sra","data_sources/sra","data_sources",36
"SRP063091","mouse","sra","data_sources/sra","data_sources",8
"SRP190891","mouse","sra","data_sources/sra","data_sources",8
"SRP067091","mouse","sra","data_sources/sra","data_sources",8
"SRP076391","mouse","sra","data_sources/sra","data_sources",15
"ERP021891","mouse","sra","data_sources/sra","data_sources",14
"SRP102991","mouse","sra","data_sources/sra","data_sources",6
"SRP107191","mouse","sra","data_sources/sra","data_sources",7
"SRP135491","mouse","sra","data_sources/sra","data_sources",14
"SRP148291","mouse","sra","data_sources/sra","data_sources",12
"SRP212791","mouse","sra","data_sources/sra","data_sources",2212
"SRP120491","mouse","sra","data_sources/sra","data_sources",11
"SRP131791","mouse","sra","data_sources/sra","data_sources",6
"SRP101991","mouse","sra","data_sources/sra","data_sources",16
"SRP082391","mouse","sra","data_sources/sra","data_sources",17
"SRP185891","mouse","sra","data_sources/sra","data_sources",6
"SRP062991","mouse","sra","data_sources/sra","data_sources",34
"SRP186391","mouse","sra","data_sources/sra","data_sources",18
"SRP198791","mouse","sra","data_sources/sra","data_sources",15
"SRP151491","mouse","sra","data_sources/sra","data_sources",9
"SRP029602","mouse","sra","data_sources/sra","data_sources",7
"SRP068202","mouse","sra","data_sources/sra","data_sources",3
"ERP110102","mouse","sra","data_sources/sra","data_sources",6
"SRP200002","mouse","sra","data_sources/sra","data_sources",16
"SRP233502","mouse","sra","data_sources/sra","data_sources",7
"SRP095702","mouse","sra","data_sources/sra","data_sources",10
"SRP102602","mouse","sra","data_sources/sra","data_sources",4
"SRP118002","mouse","sra","data_sources/sra","data_sources",40
"SRP058702","mouse","sra","data_sources/sra","data_sources",12
"SRP159502","mouse","sra","data_sources/sra","data_sources",19
"SRP145002","mouse","sra","data_sources/sra","data_sources",9
"SRP055102","mouse","sra","data_sources/sra","data_sources",8
"SRP039402","mouse","sra","data_sources/sra","data_sources",40
"ERP010202","mouse","sra","data_sources/sra","data_sources",7
"SRP062602","mouse","sra","data_sources/sra","data_sources",4
"SRP124902","mouse","sra","data_sources/sra","data_sources",12
"SRP096702","mouse","sra","data_sources/sra","data_sources",4
"SRP021902","mouse","sra","data_sources/sra","data_sources",6
"SRP131802","mouse","sra","data_sources/sra","data_sources",16
"SRP158702","mouse","sra","data_sources/sra","data_sources",161
"SRP134202","mouse","sra","data_sources/sra","data_sources",12
"SRP152802","mouse","sra","data_sources/sra","data_sources",20
"SRP144202","mouse","sra","data_sources/sra","data_sources",20
"SRP008802","mouse","sra","data_sources/sra","data_sources",2
"SRP043302","mouse","sra","data_sources/sra","data_sources",23
"SRP153202","mouse","sra","data_sources/sra","data_sources",8
"SRP162602","mouse","sra","data_sources/sra","data_sources",28
"SRP150302","mouse","sra","data_sources/sra","data_sources",28
"SRP069102","mouse","sra","data_sources/sra","data_sources",1
"SRP057202","mouse","sra","data_sources/sra","data_sources",25
"SRP153902","mouse","sra","data_sources/sra","data_sources",8
"SRP057302","mouse","sra","data_sources/sra","data_sources",6
"SRP115402","mouse","sra","data_sources/sra","data_sources",6
"SRP086702","mouse","sra","data_sources/sra","data_sources",7
"SRP023102","mouse","sra","data_sources/sra","data_sources",12
"SRP090702","mouse","sra","data_sources/sra","data_sources",7
"SRP098902","mouse","sra","data_sources/sra","data_sources",6
"SRP048702","mouse","sra","data_sources/sra","data_sources",9
"ERP105602","mouse","sra","data_sources/sra","data_sources",24
"SRP107202","mouse","sra","data_sources/sra","data_sources",1
"SRP026702","mouse","sra","data_sources/sra","data_sources",8
"SRP136602","mouse","sra","data_sources/sra","data_sources",9
"SRP043602","mouse","sra","data_sources/sra","data_sources",1
"SRP194302","mouse","sra","data_sources/sra","data_sources",4
"SRP163302","mouse","sra","data_sources/sra","data_sources",9
"SRP095102","mouse","sra","data_sources/sra","data_sources",14
"SRP098702","mouse","sra","data_sources/sra","data_sources",6
"SRP120602","mouse","sra","data_sources/sra","data_sources",20
"SRP167102","mouse","sra","data_sources/sra","data_sources",6
"SRP110802","mouse","sra","data_sources/sra","data_sources",30
"SRP072802","mouse","sra","data_sources/sra","data_sources",4
"SRP179502","mouse","sra","data_sources/sra","data_sources",18
"SRP049302","mouse","sra","data_sources/sra","data_sources",12
"SRP064202","mouse","sra","data_sources/sra","data_sources",7
"SRP159202","mouse","sra","data_sources/sra","data_sources",12
"SRP093302","mouse","sra","data_sources/sra","data_sources",24
"SRP231902","mouse","sra","data_sources/sra","data_sources",16
"SRP049202","mouse","sra","data_sources/sra","data_sources",24
"SRP214602","mouse","sra","data_sources/sra","data_sources",12
"SRP107902","mouse","sra","data_sources/sra","data_sources",6
"SRP133502","mouse","sra","data_sources/sra","data_sources",1049
"SRP095002","mouse","sra","data_sources/sra","data_sources",16
"SRP061102","mouse","sra","data_sources/sra","data_sources",7
"SRP127402","mouse","sra","data_sources/sra","data_sources",12
"ERP006402","mouse","sra","data_sources/sra","data_sources",168
"SRP071802","mouse","sra","data_sources/sra","data_sources",21
"SRP048202","mouse","sra","data_sources/sra","data_sources",9
"SRP182002","mouse","sra","data_sources/sra","data_sources",9
"SRP074202","mouse","sra","data_sources/sra","data_sources",24
"SRP116202","mouse","sra","data_sources/sra","data_sources",7
"SRP102902","mouse","sra","data_sources/sra","data_sources",7
"SRP125702","mouse","sra","data_sources/sra","data_sources",4
"SRP220202","mouse","sra","data_sources/sra","data_sources",38
"SRP198602","mouse","sra","data_sources/sra","data_sources",4
"SRP132702","mouse","sra","data_sources/sra","data_sources",6
"SRP115902","mouse","sra","data_sources/sra","data_sources",3
"ERP113502","mouse","sra","data_sources/sra","data_sources",43
"SRP149802","mouse","sra","data_sources/sra","data_sources",276
"SRP218802","mouse","sra","data_sources/sra","data_sources",7
"SRP101802","mouse","sra","data_sources/sra","data_sources",12
"SRP103802","mouse","sra","data_sources/sra","data_sources",6
"ERP104402","mouse","sra","data_sources/sra","data_sources",62
"ERP117602","mouse","sra","data_sources/sra","data_sources",3
"SRP078502","mouse","sra","data_sources/sra","data_sources",6
"SRP083902","mouse","sra","data_sources/sra","data_sources",6
"SRP060202","mouse","sra","data_sources/sra","data_sources",10
"SRP187302","mouse","sra","data_sources/sra","data_sources",45
"SRP051602","mouse","sra","data_sources/sra","data_sources",10
"SRP133602","mouse","sra","data_sources/sra","data_sources",12
"SRP040502","mouse","sra","data_sources/sra","data_sources",8
"SRP173202","mouse","sra","data_sources/sra","data_sources",192
"SRP140702","mouse","sra","data_sources/sra","data_sources",29
"SRP148902","mouse","sra","data_sources/sra","data_sources",35
"SRP052702","mouse","sra","data_sources/sra","data_sources",19
"SRP045702","mouse","sra","data_sources/sra","data_sources",6
"SRP100902","mouse","sra","data_sources/sra","data_sources",6
"SRP189775","mouse","sra","data_sources/sra","data_sources",3
"SRP096175","mouse","sra","data_sources/sra","data_sources",12
"SRP186075","mouse","sra","data_sources/sra","data_sources",96
"SRP091875","mouse","sra","data_sources/sra","data_sources",92
"SRP083075","mouse","sra","data_sources/sra","data_sources",29
"SRP105275","mouse","sra","data_sources/sra","data_sources",16
"SRP104275","mouse","sra","data_sources/sra","data_sources",12
"DRP004775","mouse","sra","data_sources/sra","data_sources",4
"ERP109175","mouse","sra","data_sources/sra","data_sources",11
"SRP064375","mouse","sra","data_sources/sra","data_sources",39
"SRP058175","mouse","sra","data_sources/sra","data_sources",6
"SRP100075","mouse","sra","data_sources/sra","data_sources",8
"SRP023475","mouse","sra","data_sources/sra","data_sources",111
"SRP071275","mouse","sra","data_sources/sra","data_sources",4
"SRP102075","mouse","sra","data_sources/sra","data_sources",30
"ERP009875","mouse","sra","data_sources/sra","data_sources",3
"ERP005475","mouse","sra","data_sources/sra","data_sources",88
"ERP109075","mouse","sra","data_sources/sra","data_sources",13
"SRP144775","mouse","sra","data_sources/sra","data_sources",9
"SRP194975","mouse","sra","data_sources/sra","data_sources",8
"SRP119675","mouse","sra","data_sources/sra","data_sources",144
"SRP227875","mouse","sra","data_sources/sra","data_sources",40
"SRP066975","mouse","sra","data_sources/sra","data_sources",6
"SRP198775","mouse","sra","data_sources/sra","data_sources",8
"SRP165875","mouse","sra","data_sources/sra","data_sources",587
"SRP077875","mouse","sra","data_sources/sra","data_sources",2
"ERP013675","mouse","sra","data_sources/sra","data_sources",479
"SRP167975","mouse","sra","data_sources/sra","data_sources",757
"SRP116375","mouse","sra","data_sources/sra","data_sources",132
"SRP045775","mouse","sra","data_sources/sra","data_sources",420
"SRP214575","mouse","sra","data_sources/sra","data_sources",12
"SRP057575","mouse","sra","data_sources/sra","data_sources",4
"SRP159075","mouse","sra","data_sources/sra","data_sources",24
"SRP061875","mouse","sra","data_sources/sra","data_sources",6
"SRP163175","mouse","sra","data_sources/sra","data_sources",48
"SRP221275","mouse","sra","data_sources/sra","data_sources",4
"SRP051775","mouse","sra","data_sources/sra","data_sources",12
"SRP029975","mouse","sra","data_sources/sra","data_sources",18
"SRP062275","mouse","sra","data_sources/sra","data_sources",2
"SRP192375","mouse","sra","data_sources/sra","data_sources",24
"SRP117275","mouse","sra","data_sources/sra","data_sources",6
"SRP093175","mouse","sra","data_sources/sra","data_sources",6
"SRP044675","mouse","sra","data_sources/sra","data_sources",6
"SRP126675","mouse","sra","data_sources/sra","data_sources",9
"SRP185975","mouse","sra","data_sources/sra","data_sources",13
"SRP018775","mouse","sra","data_sources/sra","data_sources",5
"ERP105575","mouse","sra","data_sources/sra","data_sources",14
"SRP173375","mouse","sra","data_sources/sra","data_sources",26
"SRP167875","mouse","sra","data_sources/sra","data_sources",10
"SRP140675","mouse","sra","data_sources/sra","data_sources",12
"SRP132775","mouse","sra","data_sources/sra","data_sources",3
"SRP013275","mouse","sra","data_sources/sra","data_sources",22
"SRP121175","mouse","sra","data_sources/sra","data_sources",1
"SRP069975","mouse","sra","data_sources/sra","data_sources",4
"SRP132375","mouse","sra","data_sources/sra","data_sources",847
"ERP004375","mouse","sra","data_sources/sra","data_sources",1279
"SRP045275","mouse","sra","data_sources/sra","data_sources",32
"SRP114775","mouse","sra","data_sources/sra","data_sources",8
"SRP055175","mouse","sra","data_sources/sra","data_sources",4
"SRP174475","mouse","sra","data_sources/sra","data_sources",18
"DRP003875","mouse","sra","data_sources/sra","data_sources",5
"SRP082675","mouse","sra","data_sources/sra","data_sources",10
"SRP133375","mouse","sra","data_sources/sra","data_sources",28
"SRP062675","mouse","sra","data_sources/sra","data_sources",6
"SRP098075","mouse","sra","data_sources/sra","data_sources",5
"SRP113475","mouse","sra","data_sources/sra","data_sources",8
"SRP003475","mouse","sra","data_sources/sra","data_sources",8
"SRP111475","mouse","sra","data_sources/sra","data_sources",18
"SRP100775","mouse","sra","data_sources/sra","data_sources",11
"SRP150075","mouse","sra","data_sources/sra","data_sources",16
"SRP128475","mouse","sra","data_sources/sra","data_sources",13
"SRP158475","mouse","sra","data_sources/sra","data_sources",16
"SRP050275","mouse","sra","data_sources/sra","data_sources",12
"SRP173675","mouse","sra","data_sources/sra","data_sources",24
"SRP189075","mouse","sra","data_sources/sra","data_sources",36
"SRP153375","mouse","sra","data_sources/sra","data_sources",12
"SRP171575","mouse","sra","data_sources/sra","data_sources",7
"SRP070775","mouse","sra","data_sources/sra","data_sources",96
"SRP162775","mouse","sra","data_sources/sra","data_sources",48
"SRP173475","mouse","sra","data_sources/sra","data_sources",3
"SRP055875","mouse","sra","data_sources/sra","data_sources",6
"SRP101575","mouse","sra","data_sources/sra","data_sources",23
"SRP024275","mouse","sra","data_sources/sra","data_sources",6
"SRP134375","mouse","sra","data_sources/sra","data_sources",16
"SRP056375","mouse","sra","data_sources/sra","data_sources",4
"ERP009675","mouse","sra","data_sources/sra","data_sources",6
"SRP036075","mouse","sra","data_sources/sra","data_sources",6
"SRP214375","mouse","sra","data_sources/sra","data_sources",60
"SRP041975","mouse","sra","data_sources/sra","data_sources",3
"SRP075575","mouse","sra","data_sources/sra","data_sources",23
"SRP117575","mouse","sra","data_sources/sra","data_sources",3
"SRP136875","mouse","sra","data_sources/sra","data_sources",2
"SRP217875","mouse","sra","data_sources/sra","data_sources",18
"SRP170575","mouse","sra","data_sources/sra","data_sources",4
"SRP102575","mouse","sra","data_sources/sra","data_sources",4
"ERP015875","mouse","sra","data_sources/sra","data_sources",6
"SRP161775","mouse","sra","data_sources/sra","data_sources",18
"ERP005175","mouse","sra","data_sources/sra","data_sources",17
"SRP145275","mouse","sra","data_sources/sra","data_sources",9
"SRP178075","mouse","sra","data_sources/sra","data_sources",10
"SRP120975","mouse","sra","data_sources/sra","data_sources",116
"SRP107775","mouse","sra","data_sources/sra","data_sources",3
"SRP063475","mouse","sra","data_sources/sra","data_sources",24
"SRP057875","mouse","sra","data_sources/sra","data_sources",12
"SRP135875","mouse","sra","data_sources/sra","data_sources",12
"SRP186475","mouse","sra","data_sources/sra","data_sources",26
"DRP003496","mouse","sra","data_sources/sra","data_sources",6
"SRP059196","mouse","sra","data_sources/sra","data_sources",10
"ERP004596","mouse","sra","data_sources/sra","data_sources",32
"SRP065396","mouse","sra","data_sources/sra","data_sources",13
"SRP068596","mouse","sra","data_sources/sra","data_sources",5
"SRP067296","mouse","sra","data_sources/sra","data_sources",32
"SRP045496","mouse","sra","data_sources/sra","data_sources",19
"SRP072996","mouse","sra","data_sources/sra","data_sources",4
"SRP066296","mouse","sra","data_sources/sra","data_sources",14
"SRP165196","mouse","sra","data_sources/sra","data_sources",36
"SRP057696","mouse","sra","data_sources/sra","data_sources",9
"SRP073396","mouse","sra","data_sources/sra","data_sources",90
"SRP098696","mouse","sra","data_sources/sra","data_sources",8
"ERP023196","mouse","sra","data_sources/sra","data_sources",34
"SRP131496","mouse","sra","data_sources/sra","data_sources",6
"SRP107896","mouse","sra","data_sources/sra","data_sources",1
"SRP182996","mouse","sra","data_sources/sra","data_sources",10
"ERP113696","mouse","sra","data_sources/sra","data_sources",12
"SRP111296","mouse","sra","data_sources/sra","data_sources",6
"ERP105696","mouse","sra","data_sources/sra","data_sources",39
"SRP119696","mouse","sra","data_sources/sra","data_sources",6
"SRP035596","mouse","sra","data_sources/sra","data_sources",2
"SRP193096","mouse","sra","data_sources/sra","data_sources",33
"SRP017396","mouse","sra","data_sources/sra","data_sources",133
"SRP161896","mouse","sra","data_sources/sra","data_sources",14
"SRP222096","mouse","sra","data_sources/sra","data_sources",6
"ERP022096","mouse","sra","data_sources/sra","data_sources",56
"SRP165896","mouse","sra","data_sources/sra","data_sources",6
"SRP197096","mouse","sra","data_sources/sra","data_sources",126
"SRP186396","mouse","sra","data_sources/sra","data_sources",800
"SRP148996","mouse","sra","data_sources/sra","data_sources",7
"SRP233196","mouse","sra","data_sources/sra","data_sources",24
"SRP222296","mouse","sra","data_sources/sra","data_sources",8
"SRP115896","mouse","sra","data_sources/sra","data_sources",4
"SRP072096","mouse","sra","data_sources/sra","data_sources",35
"ERP112496","mouse","sra","data_sources/sra","data_sources",10
"SRP059296","mouse","sra","data_sources/sra","data_sources",6
"SRP116396","mouse","sra","data_sources/sra","data_sources",8
"SRP127796","mouse","sra","data_sources/sra","data_sources",11
"ERP009096","mouse","sra","data_sources/sra","data_sources",6
